time;epsilon_1;epsilon_2;status;y001_int_Wheat;y001_int_Beetroot;y001_int_Cloves;y001_int_Broad_Bean;y001_int_Green_Onion;y001_int_Autumn_Potatoes;y001_int_Sunflower;y001_int_Maize;y001_int_Tomatoes;y001_int_Cucumbers;y001_int_Okra;y001_int_Watermelon;y001_bin_Wheat;y001_bin_Beetroot;y001_bin_Cloves;y001_bin_Broad_Bean;y001_bin_Green_Onion;y001_bin_Autumn_Potatoes;y001_bin_Sunflower;y001_bin_Maize;y001_bin_Tomatoes;y001_bin_Cucumbers;y001_bin_Okra;y001_bin_Watermelon;OF_Optimized;net_income_total;net_income_y001;ua_total;ua_y001;crop_diversity_total;crop_diversity_y001
0.019980907440185547;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.01437830924987793;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.015096426010131836;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.014630556106567383;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.014021635055541992;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.014055252075195312;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.01692986488342285;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.01937246322631836;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.019108295440673828;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.021223783493041992;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.021693944931030273;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.013025999069213867;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.01251220703125;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.011775016784667969;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.01197504997253418;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.01260828971862793;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.012187719345092773;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.012363910675048828;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.01484060287475586;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.020926952362060547;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.014629602432250977;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.014082908630371094;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.012906074523925781;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.015697479248046875;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.014486312866210938;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.016399621963500977;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.014774560928344727;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.01531219482421875;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.014890432357788086;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.015227556228637695;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.015403985977172852;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.015495777130126953;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.016344785690307617;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.015622377395629883;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.017294645309448242;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.015564680099487305;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
0.015462636947631836;1500;1;Optimal;1500;0;0;895;0;0;0;1242;0;0;1002;0;1;0;0;1;0;0;0;1;0;0;1;0;6332504.0;6332504.0;6332504.0;4639;4639;4;4
